ioc,threat_type,threat_type_desc,ioc_type,ioc_type_desc,malware,malware_printable,malware_alias,malware_malpedia,confidence_level,first_seen,last_seen,reference,reporter
check.qomay.icu,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),domain,Domain name that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-11 12:14:11 UTC,,,threatcat_ch
https://check.rexie.icu/gkcxv.google,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-11 12:07:40 UTC,,,anonymous
check.rexie.icu,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),domain,Domain name that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-11 12:03:34 UTC,,,threatcat_ch
185.101.23.248:3333,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-11 12:01:08 UTC,,https://search.censys.io/hosts/185.101.23.248,DonPasci
194.62.166.165:3333,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-11 12:01:08 UTC,,https://search.censys.io/hosts/194.62.166.165,DonPasci
37.221.111.94:3333,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-11 12:01:08 UTC,,https://search.censys.io/hosts/37.221.111.94,DonPasci
static-cdn.appauthservice.online,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-11 12:01:05 UTC,,https://search.censys.io/hosts/23.227.199.88+static-cdn.appauthservice.online,DonPasci
45.61.157.32:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),elf.moobot,MooBot,,https://malpedia.caad.fkie.fraunhofer.de/details/elf.moobot,100,2025-02-11 12:01:04 UTC,,https://search.censys.io/hosts/45.61.157.32,DonPasci
13.247.98.57:623,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.netsupportmanager_rat,NetSupportManager RAT,NetSupport,https://malpedia.caad.fkie.fraunhofer.de/details/win.netsupportmanager_rat,100,2025-02-11 12:00:55 UTC,,https://search.censys.io/hosts/13.247.98.57,DonPasci
107.173.31.37:7443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-11 12:00:49 UTC,,https://search.censys.io/hosts/107.173.31.37,DonPasci
170.64.176.152:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.sliver,Sliver,,https://malpedia.caad.fkie.fraunhofer.de/details/win.sliver,100,2025-02-11 12:00:33 UTC,,https://search.censys.io/hosts/170.64.176.152,DonPasci
39.103.56.140:8080,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-11 12:00:20 UTC,,https://search.censys.io/hosts/39.103.56.140,DonPasci
87.120.125.55:4593,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-11 12:00:19 UTC,,https://search.censys.io/hosts/87.120.125.55,DonPasci
http://036356cm.nyashnyash.ru/ExternalVmPollGeoUpdatebasewindowsWordpressdatalifeCentral.php,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.dcrat,DCRat,DarkCrystal RAT,https://malpedia.caad.fkie.fraunhofer.de/details/win.dcrat,100,2025-02-11 11:55:07 UTC,,,abuse_ch
check.roqoi.icu,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),domain,Domain name that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-11 11:54:33 UTC,,,threatcat_ch
https://check.roqoi.icu/gkcxv.google,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-11 11:54:33 UTC,,,anonymous
64.176.183.187:38990,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),elf.pink,Pink,,https://malpedia.caad.fkie.fraunhofer.de/details/elf.pink,100,2025-02-11 11:54:32 UTC,,,Bitsight
95.217.246.174:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.vidar,Vidar,,https://malpedia.caad.fkie.fraunhofer.de/details/win.vidar,100,2025-02-11 11:31:51 UTC,,,crep1x
176.65.139.53:2006,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),jar.strrat,STRRAT,,https://malpedia.caad.fkie.fraunhofer.de/details/jar.strrat,100,2025-02-11 11:15:06 UTC,,,abuse_ch
94.20.88.63:53,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-11 10:49:37 UTC,,,abuse_ch
80.64.30.50:81,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-11 10:49:32 UTC,,,abuse_ch
51.96.90.80:53,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-11 10:49:24 UTC,,,abuse_ch
35.79.20.7:53,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-11 10:49:04 UTC,,,abuse_ch
35.77.10.21:53,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-11 10:49:03 UTC,,,abuse_ch
20.5.43.62:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-11 10:48:57 UTC,,,abuse_ch
104.129.183.120:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.meterpreter,Meterpreter,,https://malpedia.caad.fkie.fraunhofer.de/details/win.meterpreter,75,2025-02-11 10:48:22 UTC,,,abuse_ch
103.96.73.81:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-11 10:48:21 UTC,,,abuse_ch
103.96.73.81:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-11 10:48:21 UTC,,,abuse_ch
94.156.177.41:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.lokipws,Loki Password Stealer (PWS),"Burkina,Loki,LokiBot,LokiPWS",https://malpedia.caad.fkie.fraunhofer.de/details/win.lokipws,50,2025-02-11 10:48:04 UTC,,https://tracker.viriback.com/index.php?q=94.156.177.41,abuse_ch
185.196.8.37:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.amadey,Amadey,,https://malpedia.caad.fkie.fraunhofer.de/details/win.amadey,50,2025-02-11 10:48:03 UTC,,https://tracker.viriback.com/index.php?q=185.196.8.37,abuse_ch
95.211.182.120:1967,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.asyncrat,AsyncRAT,,https://malpedia.caad.fkie.fraunhofer.de/details/win.asyncrat,75,2025-02-11 10:48:00 UTC,,,abuse_ch
94.23.84.20:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.sliver,Sliver,,https://malpedia.caad.fkie.fraunhofer.de/details/win.sliver,75,2025-02-11 10:47:58 UTC,,,abuse_ch
87.120.125.185:6606,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.asyncrat,AsyncRAT,,https://malpedia.caad.fkie.fraunhofer.de/details/win.asyncrat,75,2025-02-11 10:47:46 UTC,,,abuse_ch
66.42.98.90:53,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.pupy,pupy,Patpoopy,https://malpedia.caad.fkie.fraunhofer.de/details/win.pupy,75,2025-02-11 10:47:20 UTC,,,abuse_ch
66.63.187.173:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.meduza,Meduza Stealer,,https://malpedia.caad.fkie.fraunhofer.de/details/win.meduza,75,2025-02-11 10:47:20 UTC,,,abuse_ch
62.60.226.62:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.meduza,Meduza Stealer,,https://malpedia.caad.fkie.fraunhofer.de/details/win.meduza,75,2025-02-11 10:47:16 UTC,,,abuse_ch
54.87.32.39:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.asyncrat,AsyncRAT,,https://malpedia.caad.fkie.fraunhofer.de/details/win.asyncrat,75,2025-02-11 10:47:13 UTC,,,abuse_ch
138.124.101.41:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.meduza,Meduza Stealer,,https://malpedia.caad.fkie.fraunhofer.de/details/win.meduza,75,2025-02-11 10:43:44 UTC,,,abuse_ch
52.87.248.40:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.chaos,Chaos,"FakeRyuk,RyukJoke,Yashma",https://malpedia.caad.fkie.fraunhofer.de/details/win.chaos,50,2025-02-11 10:36:03 UTC,,https://tracker.viriback.com/index.php?q=52.87.248.40,abuse_ch
https://twhoughtfulgifts.cyou/api,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:46:58 UTC,,https://www.virustotal.com/gui/domain/twhoughtfulgifts.cyou,DonPasci
45.130.145.152:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.meduza,Meduza Stealer,,https://malpedia.caad.fkie.fraunhofer.de/details/win.meduza,75,2025-02-11 09:46:23 UTC,,,abuse_ch
https://soafringparakeet.rest/api,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:18:36 UTC,,,DonPasci
https://qjoyfullantern.pics/api,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:18:36 UTC,,,DonPasci
https://wilvdflowercottage.pics/api,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:18:36 UTC,,,DonPasci
https://concernedmarkj.shop/api,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:18:36 UTC,,,DonPasci
https://gracefuklstream.rest/api,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:18:35 UTC,,,DonPasci
https://sidlverfishpond.rest/api,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:18:35 UTC,,,DonPasci
120.24.64.74:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-11 09:13:14 UTC,,https://search.censys.io/hosts/120.24.64.74,DonPasci
gracefuklstream.rest,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:12:58 UTC,,https://www.virustotal.com/gui/domain/gracefuklstream.rest,DonPasci
sidlverfishpond.rest,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:12:57 UTC,,https://www.virustotal.com/gui/domain/sidlverfishpond.rest,DonPasci
soafringparakeet.rest,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:12:55 UTC,,https://www.virustotal.com/gui/domain/soafringparakeet.rest,DonPasci
tranqnuilserenity.pics,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:12:51 UTC,,https://www.virustotal.com/gui/domain/tranqnuilserenity.pics,DonPasci
qjoyfullantern.pics,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:12:51 UTC,,https://www.virustotal.com/gui/domain/qjoyfullantern.pics,DonPasci
wilvdflowercottage.pics,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:12:50 UTC,,https://www.virustotal.com/gui/domain/wilvdflowercottage.pics,DonPasci
concernedmarkj.shop,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 09:12:11 UTC,,https://www.virustotal.com/gui/domain/concernedmarkj.shop,DonPasci
penisgw9.beget.tech,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.dcrat,DCRat,DarkCrystal RAT,https://malpedia.caad.fkie.fraunhofer.de/details/win.dcrat,100,2025-02-11 09:11:56 UTC,,https://www.virustotal.com/gui/domain/penisgw9.beget.tech,DonPasci
f1083567.xsph.ru,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.dcrat,DCRat,DarkCrystal RAT,https://malpedia.caad.fkie.fraunhofer.de/details/win.dcrat,100,2025-02-11 09:11:56 UTC,,https://www.virustotal.com/gui/domain/f1083567.xsph.ru,DonPasci
thehikwp.beget.tech,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.dcrat,DCRat,DarkCrystal RAT,https://malpedia.caad.fkie.fraunhofer.de/details/win.dcrat,100,2025-02-11 09:11:54 UTC,,https://www.virustotal.com/gui/domain/thehikwp.beget.tech,DonPasci
erik16r1.beget.tech,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.dcrat,DCRat,DarkCrystal RAT,https://malpedia.caad.fkie.fraunhofer.de/details/win.dcrat,100,2025-02-11 09:11:53 UTC,,https://www.virustotal.com/gui/domain/erik16r1.beget.tech,DonPasci
85.208.139.131:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.eye_pyramid,Eye Pyramid,,https://malpedia.caad.fkie.fraunhofer.de/details/win.eye_pyramid,75,2025-02-11 08:47:23 UTC,,,abuse_ch
70.31.125.3:2222,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.qakbot,QakBot,"Oakboat,Pinkslipbot,Qbot,Quakbot",https://malpedia.caad.fkie.fraunhofer.de/details/win.qakbot,75,2025-02-11 08:47:06 UTC,,,abuse_ch
159.0.56.1:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.qakbot,QakBot,"Oakboat,Pinkslipbot,Qbot,Quakbot",https://malpedia.caad.fkie.fraunhofer.de/details/win.qakbot,75,2025-02-11 08:44:06 UTC,,,abuse_ch
check.stress2.xyz,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),domain,Domain name that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-11 08:37:18 UTC,,,anonymous
https://check.stress2.xyz/gkcxv.google,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-11 08:37:16 UTC,,,anonymous
8.155.7.173:89,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-11 08:14:58 UTC,,,abuse_ch
47.98.136.14:8080,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-11 08:14:57 UTC,,,abuse_ch
121.40.48.175:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-11 08:14:56 UTC,,,abuse_ch
8.220.137.161:8443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-11 08:14:36 UTC,,,abuse_ch
123.56.254.32:89,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-11 08:14:35 UTC,,,abuse_ch
https://pkn0ta.xyz/,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.vidar,Vidar,,https://malpedia.caad.fkie.fraunhofer.de/details/win.vidar,100,2025-02-11 08:14:29 UTC,,,crep1x
https://95.216.180.186/,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.vidar,Vidar,,https://malpedia.caad.fkie.fraunhofer.de/details/win.vidar,100,2025-02-11 08:14:29 UTC,,,crep1x
pkn0ta.xyz,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.vidar,Vidar,,https://malpedia.caad.fkie.fraunhofer.de/details/win.vidar,100,2025-02-11 08:14:27 UTC,,,crep1x
95.216.180.186:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.vidar,Vidar,,https://malpedia.caad.fkie.fraunhofer.de/details/win.vidar,100,2025-02-11 08:14:24 UTC,,,crep1x
35.180.13.14:5984,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.netsupportmanager_rat,NetSupportManager RAT,NetSupport,https://malpedia.caad.fkie.fraunhofer.de/details/win.netsupportmanager_rat,100,2025-02-11 08:00:56 UTC,,https://search.censys.io/hosts/35.180.13.14,DonPasci
43.206.123.192:82,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.netsupportmanager_rat,NetSupportManager RAT,NetSupport,https://malpedia.caad.fkie.fraunhofer.de/details/win.netsupportmanager_rat,100,2025-02-11 08:00:56 UTC,,https://search.censys.io/hosts/43.206.123.192,DonPasci
102.117.175.187:7443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-11 08:00:50 UTC,,https://search.censys.io/hosts/102.117.175.187,DonPasci
45.154.98.68:7001,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.asyncrat,AsyncRAT,,https://malpedia.caad.fkie.fraunhofer.de/details/win.asyncrat,100,2025-02-11 08:00:47 UTC,,https://search.censys.io/hosts/45.154.98.68,DonPasci
45.126.209.2:8808,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.asyncrat,AsyncRAT,,https://malpedia.caad.fkie.fraunhofer.de/details/win.asyncrat,100,2025-02-11 08:00:46 UTC,,https://search.censys.io/hosts/45.126.209.2,DonPasci
87.120.254.143:8888,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.asyncrat,AsyncRAT,,https://malpedia.caad.fkie.fraunhofer.de/details/win.asyncrat,100,2025-02-11 08:00:46 UTC,,https://search.censys.io/hosts/87.120.254.143,DonPasci
111.90.150.120:21,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.remcos,Remcos,"RemcosRAT,Remvio,Socmer",https://malpedia.caad.fkie.fraunhofer.de/details/win.remcos,100,2025-02-11 08:00:29 UTC,,https://search.censys.io/hosts/111.90.150.120,DonPasci
51.38.119.244:2404,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.remcos,Remcos,"RemcosRAT,Remvio,Socmer",https://malpedia.caad.fkie.fraunhofer.de/details/win.remcos,100,2025-02-11 08:00:28 UTC,,https://search.censys.io/hosts/51.38.119.244,DonPasci
156.238.233.117:8888,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-11 08:00:17 UTC,,https://search.censys.io/hosts/156.238.233.117,DonPasci
javaautorun.duia.ro,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.vjw0rm,Vjw0rm,,https://malpedia.caad.fkie.fraunhofer.de/details/win.vjw0rm,100,2025-02-11 07:04:22 UTC,,https://bazaar.abuse.ch/sample/06b94b3ec86bd4a61888848f379808954de1ff2a1fe471edcfa312f5e9ba2ab5/,abuse_ch
https://wavessdemotion.today/api,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-11 06:54:48 UTC,,,abuse_ch
check.encrust2.online,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),domain,Domain name that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-11 06:49:58 UTC,,,threatcat_ch
https://check.encrust2.online/gkcxv.google,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-11 06:49:57 UTC,,,anonymous
jpainting.ca,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),js.fakeupdates,FAKEUPDATES,"FakeUpdate,SocGholish",https://malpedia.caad.fkie.fraunhofer.de/details/js.fakeupdates,50,2025-02-11 06:38:31 UTC,,,juroots
